dataset,sta,freq_hz,snr
main,A10F,3.3326,5096.552
main,A10F,3.4304,5060.620
main,A10F,3.5310,5173.719
main,A10F,3.6345,5403.192
main,A10F,3.7411,5143.427
main,A10F,3.8508,5378.880
main,A10F,3.9637,5609.743
main,A10F,4.0799,5561.850
main,A10F,4.1996,5636.062
main,A10F,4.3227,5666.197
main,A10F,4.4495,5859.522
main,A10F,4.5800,6134.305
main,A10F,4.7143,6053.045
main,A10F,4.8525,6065.847
main,A10F,4.9948,6339.807
main,A10F,5.1413,6571.338
main,A10F,5.2921,6508.972
main,A10F,5.4472,6673.131
main,A10F,5.6070,7116.683
main,A10F,5.7714,7505.014
main,A10F,5.9406,7598.883
main,A10F,6.1148,7587.836
main,A10F,6.2942,7508.123
main,A10F,6.4787,7228.167
main,A10F,6.6687,7290.884
main,A10F,6.8643,7178.718
main,A10F,7.0656,7716.915
main,A10F,7.2728,7595.643
main,A10F,7.4860,7931.071
main,A10F,7.7056,7969.366
main,A10F,7.9315,8461.333
main,A10F,8.1641,8769.494
main,A10F,8.4035,8783.932
main,A10F,8.6499,8830.108
main,A10F,8.9036,8306.453
main,A10F,9.1647,8320.830
main,A10F,9.4334,7927.260
main,A10F,9.7101,7769.482
main,A10F,9.9948,7483.719
main,A10F,10.2879,7260.779
main,A10F,10.5896,6755.453
main,A10F,10.9001,6382.899
main,A10F,11.2198,6253.084
main,A10F,11.5488,6084.780
main,A10F,11.8874,6042.793
main,A10F,12.2360,5838.314
main,A10F,12.5949,5754.483
main,A10F,12.9642,5415.180
main,A10F,13.3444,5286.498
main,A10F,13.7357,5472.734
main,A10F,14.1385,5392.660
main,A10F,14.5531,5466.521
main,A10F,14.9798,5477.624
main,A10F,15.4191,5276.867
main,A10F,15.8713,4978.878
main,A10F,16.3367,4771.765
main,A10F,16.8157,4724.899
main,A10F,17.3089,4817.706
main,A10F,17.8164,4734.011
main,A10F,18.3389,4470.576
main,A10F,18.8767,4012.313
main,A10F,19.4302,3599.081
main,A10F,20.0000,3018.630
main,A11F,0.0200,3.327
main,A11F,0.0206,3.327
main,A11F,0.0212,3.327
main,A11F,0.0218,3.327
main,A11F,0.0225,3.327
main,A11F,0.0346,5.717
main,A11F,0.0357,5.717
main,A11F,0.0367,5.717
main,A11F,0.0389,14.827
main,A11F,0.0400,14.827
main,A11F,0.0412,14.827
main,A11F,0.0424,14.827
main,A11F,0.0436,14.827
main,A11F,0.0449,14.827
main,A11F,0.0519,11.627
main,A11F,0.0534,11.627
main,A11F,0.0550,11.627
main,A11F,0.0566,11.627
main,A11F,0.0583,25.133
main,A11F,0.0600,25.133
main,A11F,0.0617,25.133
main,A11F,0.0636,38.639
main,A11F,0.0654,38.639
main,A11F,0.0673,27.070
main,A11F,0.0693,37.575
main,A11F,0.0713,37.575
main,A11F,0.0734,37.575
main,A11F,0.0756,24.192
main,A11F,0.0778,35.335
main,A11F,0.0801,35.335
main,A11F,0.0824,35.335
main,A11F,0.0848,35.335
main,A11F,0.0873,34.819
main,A11F,0.0899,43.061
main,A11F,0.0925,41.386
main,A11F,0.0952,48.336
main,A11F,0.0980,48.336
main,A11F,0.1009,53.272
main,A11F,0.1039,80.371
main,A11F,0.1069,105.258
main,A11F,0.1101,105.258
main,A11F,0.1133,124.388
main,A11F,0.1166,294.535
main,A11F,0.1200,294.535
main,A11F,0.1235,150.957
main,A11F,0.1272,163.986
main,A11F,0.1309,163.986
main,A11F,0.1347,165.274
main,A11F,0.1387,106.751
main,A11F,0.1428,104.667
main,A11F,0.1469,104.667
main,A11F,0.1512,120.779
main,A11F,0.1557,120.063
main,A11F,0.1602,119.218
main,A11F,0.1649,134.344
main,A11F,0.1698,134.344
main,A11F,0.1748,180.343
main,A11F,0.1799,193.035
main,A11F,0.1852,221.930
main,A11F,0.1906,246.522
main,A11F,0.1962,246.522
main,A11F,0.2019,215.013
main,A11F,0.2079,339.382
main,A11F,0.2140,338.426
main,A11F,0.2202,356.420
main,A11F,0.2267,361.343
main,A11F,0.2333,377.031
main,A11F,0.2402,374.925
main,A11F,0.2472,384.941
main,A11F,0.2545,427.968
main,A11F,0.2619,301.831
main,A11F,0.2696,314.731
main,A11F,0.2775,329.191
main,A11F,0.2857,353.764
main,A11F,0.2940,314.864
main,A11F,0.3027,277.297
main,A11F,0.3115,265.131
main,A11F,0.3207,237.378
main,A11F,0.3301,246.135
main,A11F,0.3397,259.446
main,A11F,0.3497,338.611
main,A11F,0.3600,357.115
main,A11F,0.3705,362.786
main,A11F,0.3814,341.461
main,A11F,0.3926,350.480
main,A11F,0.4041,342.924
main,A11F,0.4159,409.359
main,A11F,0.4281,420.307
main,A11F,0.4407,418.191
main,A11F,0.4536,376.815
main,A11F,0.4669,356.265
main,A11F,0.4806,313.654
main,A11F,0.4947,302.777
main,A11F,0.5092,270.170
main,A11F,0.5241,280.434
main,A11F,0.5395,290.660
main,A11F,0.5553,313.013
main,A11F,0.5716,336.838
main,A11F,0.5884,335.150
main,A11F,0.6056,347.093
main,A11F,0.6234,386.154
main,A11F,0.6417,424.262
main,A11F,0.6605,411.357
main,A11F,0.6798,490.544
main,A11F,0.6998,501.810
main,A11F,0.7203,598.836
main,A11F,0.7414,607.614
main,A11F,0.7632,814.918
main,A11F,0.7855,938.779
main,A11F,0.8086,1169.517
main,A11F,0.8323,1187.277
main,A11F,0.8567,1186.956
main,A11F,0.8818,1542.990
main,A11F,0.9077,1652.783
main,A11F,0.9343,1704.264
main,A11F,0.9617,1747.329
main,A11F,0.9899,1764.407
main,A11F,1.0189,1661.217
main,A11F,1.0488,1602.879
main,A11F,1.0796,1588.345
main,A11F,1.1112,1596.260
main,A11F,1.1438,1564.881
main,A11F,1.1773,1494.350
main,A11F,1.2119,1622.429
main,A11F,1.2474,1705.372
main,A11F,1.2840,1721.922
main,A11F,1.3216,1754.678
main,A11F,1.3604,1872.313
main,A11F,1.4003,1924.845
main,A11F,1.4414,1970.684
main,A11F,1.4836,1878.127
main,A11F,1.5271,1833.431
main,A11F,1.5719,2034.350
main,A11F,1.6180,1844.497
main,A11F,1.6655,1738.150
main,A11F,1.7143,1732.418
main,A11F,1.7646,1602.179
main,A11F,1.8163,1586.697
main,A11F,1.8696,1493.158
main,A11F,1.9244,1501.861
main,A11F,1.9808,1589.614
main,A11F,2.0389,1683.571
main,A11F,2.0987,1544.034
main,A11F,2.1602,1658.786
main,A11F,2.2236,1652.286
main,A11F,2.2888,1721.471
main,A11F,2.3559,1746.197
main,A11F,2.4250,1853.741
main,A11F,2.4961,2126.722
main,A11F,2.5693,2564.297
main,A11F,2.6447,2824.464
main,A11F,2.7222,2872.280
main,A11F,2.8020,2839.177
main,A11F,2.8842,2866.623
main,A11F,2.9688,2851.545
main,A11F,3.0558,2900.497
main,A11F,3.1454,2824.917
main,A11F,3.2377,3007.549
main,A11F,3.3326,2979.068
main,A11F,3.4304,2660.428
main,A11F,3.5310,2687.205
main,A11F,3.6345,2552.013
main,A11F,3.7411,2644.098
main,A11F,3.8508,2494.932
main,A11F,3.9637,2616.911
main,A11F,4.0799,2414.718
main,A11F,4.1996,2483.040
main,A11F,4.3227,2460.076
main,A11F,4.4495,2380.307
main,A11F,4.5800,2681.542
main,A11F,4.7143,2626.505
main,A11F,4.8525,2618.621
main,A11F,4.9948,2699.050
main,A11F,5.1413,2748.721
main,A11F,5.2921,2679.541
main,A11F,5.4472,2685.041
main,A11F,5.6070,2651.674
main,A11F,5.7714,2737.493
main,A11F,5.9406,2632.695
main,A11F,6.1148,2441.545
main,A11F,6.2942,2449.328
main,A11F,6.4787,2438.911
main,A11F,6.6687,2372.372
main,A11F,6.8643,2398.721
main,A11F,7.0656,2359.543
main,A11F,7.2728,2410.038
main,A11F,7.4860,2460.103
main,A11F,7.7056,2320.444
main,A11F,7.9315,2304.746
main,A11F,8.1641,2397.230
main,A11F,8.4035,2497.514
main,A11F,8.6499,2492.461
main,A11F,8.9036,2490.762
main,A11F,9.1647,2406.073
main,A11F,9.4334,2166.109
main,A11F,9.7101,2071.772
main,A11F,9.9948,2028.269
main,A11F,10.2879,1892.008
main,A11F,10.5896,1789.506
main,A11F,10.9001,1683.382
main,A11F,11.2198,1584.194
main,A11F,11.5488,1538.304
main,A11F,11.8874,1487.169
main,A11F,12.2360,1468.421
main,A11F,12.5949,1426.785
main,A11F,12.9642,1330.407
main,A11F,13.3444,1302.455
main,A11F,13.7357,1274.043
main,A11F,14.1385,1246.128
main,A11F,14.5531,1195.699
main,A11F,14.9798,1081.559
main,A11F,15.4191,978.411
main,A11F,15.8713,920.074
main,A11F,16.3367,809.121
main,A11F,16.8157,724.708
main,A11F,17.3089,687.402
main,A11F,17.8164,630.896
main,A11F,18.3389,586.166
main,A11F,18.8767,512.281
main,A11F,19.4302,464.307
main,A11F,20.0000,434.182
main,A12F,0.0200,49.002
main,A12F,0.0206,49.002
main,A12F,0.0212,49.002
main,A12F,0.0327,228.065
main,A12F,0.0336,228.065
main,A12F,0.0346,228.065
main,A12F,0.0357,228.065
main,A12F,0.0367,228.065
main,A12F,0.0389,257.452
main,A12F,0.0400,257.452
main,A12F,0.0412,257.452
main,A12F,0.0424,257.452
main,A12F,0.0490,119.820
main,A12F,0.0504,158.444
main,A12F,0.0519,158.444
main,A12F,0.0534,158.444
main,A12F,0.0550,158.444
main,A12F,0.0566,158.444
main,A12F,0.0583,163.393
main,A12F,0.0600,163.393
main,A12F,0.0617,163.393
main,A12F,0.0636,168.343
main,A12F,0.0654,133.228
main,A12F,0.0673,194.426
main,A12F,0.0693,194.426
main,A12F,0.0713,194.426
main,A12F,0.0734,194.426
main,A12F,0.0756,255.623
main,A12F,0.0778,268.476
main,A12F,0.0801,268.476
main,A12F,0.0824,360.388
main,A12F,0.0848,360.388
main,A12F,0.0873,585.292
main,A12F,0.0899,615.434
main,A12F,0.0925,615.434
main,A12F,0.0952,654.859
main,A12F,0.0980,529.315
main,A12F,0.1009,543.439
main,A12F,0.1039,543.439
main,A12F,0.1069,590.494
main,A12F,0.1101,541.266
main,A12F,0.1133,596.437
main,A12F,0.1166,792.150
main,A12F,0.1200,792.150
main,A12F,0.1235,834.649
main,A12F,0.1272,871.529
main,A12F,0.1309,631.553
main,A12F,0.1347,684.683
main,A12F,0.1387,715.807
main,A12F,0.1428,733.349
main,A12F,0.1469,711.592
main,A12F,0.1512,688.606
main,A12F,0.1557,688.606
main,A12F,0.1602,688.606
main,A12F,0.1649,839.458
main,A12F,0.1698,839.458
main,A12F,0.1748,998.815
main,A12F,0.1799,1360.958
main,A12F,0.1852,1360.958
main,A12F,0.1906,1368.162
main,A12F,0.1962,2217.581
main,A12F,0.2019,2308.376
main,A12F,0.2079,2308.376
main,A12F,0.2140,2091.062
main,A12F,0.2202,2008.589
main,A12F,0.2267,2106.456
main,A12F,0.2333,1650.716
main,A12F,0.2402,1293.984
main,A12F,0.2472,1344.716
main,A12F,0.2545,1380.904
main,A12F,0.2619,1486.570
main,A12F,0.2696,1448.551
main,A12F,0.2775,1496.153
main,A12F,0.2857,1652.398
main,A12F,0.2940,1557.667
main,A12F,0.3027,1719.473
main,A12F,0.3115,1750.356
main,A12F,0.3207,1782.549
main,A12F,0.3301,2057.196
main,A12F,0.3397,2259.044
main,A12F,0.3497,2299.666
main,A12F,0.3600,2655.765
main,A12F,0.3705,2901.671
main,A12F,0.3814,3404.404
main,A12F,0.3926,4038.040
main,A12F,0.4041,4256.786
main,A12F,0.4159,4448.113
main,A12F,0.4281,4442.816
main,A12F,0.4407,4405.237
main,A12F,0.4536,4786.293
main,A12F,0.4669,4341.530
main,A12F,0.4806,4058.085
main,A12F,0.4947,3511.380
main,A12F,0.5092,3381.543
main,A12F,0.5241,3786.767
main,A12F,0.5395,4587.775
main,A12F,0.5553,5479.292
main,A12F,0.5716,6142.182
main,A12F,0.5884,7290.482
main,A12F,0.6056,8023.129
main,A12F,0.6234,8398.568
main,A12F,0.6417,8856.286
main,A12F,0.6605,8886.671
main,A12F,0.6798,9288.855
main,A12F,0.6998,10077.067
main,A12F,0.7203,10222.849
main,A12F,0.7414,10441.041
main,A12F,0.7632,10927.653
main,A12F,0.7855,11139.572
main,A12F,0.8086,11870.141
main,A12F,0.8323,12039.039
main,A12F,0.8567,13132.347
main,A12F,0.8818,15656.271
main,A12F,0.9077,16852.497
main,A12F,0.9343,17169.538
main,A12F,0.9617,17672.797
main,A12F,0.9899,18413.831
main,A12F,1.0189,19589.530
main,A12F,1.0488,20069.719
main,A12F,1.0796,20972.511
main,A12F,1.1112,21988.427
main,A12F,1.1438,23661.619
main,A12F,1.1773,24562.299
main,A12F,1.2119,25138.366
main,A12F,1.2474,24929.816
main,A12F,1.2840,23173.723
main,A12F,1.3216,21861.003
main,A12F,1.3604,20927.935
main,A12F,1.4003,20069.456
main,A12F,1.4414,20224.498
main,A12F,1.4836,19558.136
main,A12F,1.5271,18572.278
main,A12F,1.5719,17951.221
main,A12F,1.6180,17083.779
main,A12F,1.6655,17027.765
main,A12F,1.7143,18732.060
main,A12F,1.7646,18700.247
main,A12F,1.8163,18807.653
main,A12F,1.8696,19586.260
main,A12F,1.9244,19099.426
main,A12F,1.9808,17856.769
main,A12F,2.0389,16267.399
main,A12F,2.0987,16253.566
main,A12F,2.1602,15889.533
main,A12F,2.2236,16178.332
main,A12F,2.2888,14895.525
main,A12F,2.3559,15001.812
main,A12F,2.4250,15366.694
main,A12F,2.4961,15354.391
main,A12F,2.5693,15027.990
main,A12F,2.6447,14643.715
main,A12F,2.7222,14277.572
main,A12F,2.8020,13810.098
main,A12F,2.8842,14133.935
main,A12F,2.9688,13890.011
main,A12F,3.0558,14033.782
main,A12F,3.1454,13607.040
main,A12F,3.2377,12275.995
main,A12F,3.3326,13177.662
main,A12F,3.4304,13042.444
main,A12F,3.5310,12301.044
main,A12F,3.6345,12264.359
main,A12F,3.7411,12133.752
main,A12F,3.8508,11945.251
main,A12F,3.9637,11812.511
main,A12F,4.0799,11980.168
main,A12F,4.1996,12032.469
main,A12F,4.3227,11874.577
main,A12F,4.4495,11394.078
main,A12F,4.5800,11331.306
main,A12F,4.7143,12057.674
main,A12F,4.8525,12337.416
main,A12F,4.9948,11785.704
main,A12F,5.1413,11468.237
main,A12F,5.2921,11216.868
main,A12F,5.4472,10768.270
main,A12F,5.6070,10320.883
main,A12F,5.7714,9963.653
main,A12F,5.9406,9856.345
main,A12F,6.1148,9195.994
main,A12F,6.2942,8387.199
main,A12F,6.4787,7997.738
main,A12F,6.6687,7738.585
main,A12F,6.8643,8031.940
main,A12F,7.0656,7910.683
main,A12F,7.2728,7599.063
main,A12F,7.4860,7460.759
main,A12F,7.7056,7324.824
main,A12F,7.9315,7194.728
main,A12F,8.1641,7326.260
main,A12F,8.4035,7484.378
main,A12F,8.6499,7353.981
main,A12F,8.9036,6835.663
main,A12F,9.1647,6720.080
main,A12F,9.4334,6443.283
main,A12F,9.7101,5380.444
main,A12F,9.9948,4477.218
main,A12F,10.2879,3651.366
main,A12F,10.5896,3554.524
main,A12F,10.9001,3342.442
main,A12F,11.2198,3315.877
main,A12F,11.5488,3308.212
main,A12F,11.8874,3406.954
main,A12F,12.2360,3281.557
main,A12F,12.5949,3223.836
main,A12F,12.9642,3851.365
main,A12F,13.3444,4699.936
main,A12F,13.7357,4947.027
main,A12F,14.1385,4702.302
main,A12F,14.5531,4707.586
main,A12F,14.9798,4627.783
main,A12F,15.4191,4585.064
main,A12F,15.8713,4488.179
main,A12F,16.3367,4445.188
main,A12F,16.8157,4357.458
main,A12F,17.3089,4264.445
main,A12F,17.8164,4131.770
main,A12F,18.3389,4003.184
main,A12F,18.8767,3953.081
main,A12F,19.4302,3625.203
main,A12F,20.0000,3443.835
main,A13F,0.0200,15.135
main,A13F,0.0206,15.135
main,A13F,0.0212,15.135
main,A13F,0.0218,15.135
main,A13F,0.0336,102.920
main,A13F,0.0346,102.920
main,A13F,0.0357,102.920
main,A13F,0.0367,102.920
main,A13F,0.0389,153.947
main,A13F,0.0400,153.947
main,A13F,0.0412,153.947
main,A13F,0.0424,153.947
main,A13F,0.0436,153.947
main,A13F,0.0504,109.090
main,A13F,0.0519,109.090
main,A13F,0.0534,109.090
main,A13F,0.0550,109.090
main,A13F,0.0566,109.090
main,A13F,0.0583,113.014
main,A13F,0.0600,113.014
main,A13F,0.0617,113.014
main,A13F,0.0636,116.937
main,A13F,0.0654,116.937
main,A13F,0.0673,139.725
main,A13F,0.0693,139.725
main,A13F,0.0713,139.725
main,A13F,0.0734,139.725
main,A13F,0.0756,170.972
main,A13F,0.0778,174.807
main,A13F,0.0801,174.807
main,A13F,0.0824,174.807
main,A13F,0.0848,115.808
main,A13F,0.0873,74.230
main,A13F,0.0899,66.152
main,A13F,0.0925,66.152
main,A13F,0.0952,94.742
main,A13F,0.0980,94.742
main,A13F,0.1009,130.166
main,A13F,0.1039,130.166
main,A13F,0.1069,155.637
main,A13F,0.1101,252.023
main,A13F,0.1133,330.633
main,A13F,0.1166,374.673
main,A13F,0.1200,374.673
main,A13F,0.1235,373.820
main,A13F,0.1272,395.085
main,A13F,0.1309,395.085
main,A13F,0.1347,359.513
main,A13F,0.1387,375.315
main,A13F,0.1428,387.867
main,A13F,0.1469,387.867
main,A13F,0.1512,444.985
main,A13F,0.1557,438.062
main,A13F,0.1602,438.062
main,A13F,0.1649,446.096
main,A13F,0.1698,467.585
main,A13F,0.1748,649.002
main,A13F,0.1799,627.359
main,A13F,0.1852,627.870
main,A13F,0.1906,614.926
main,A13F,0.1962,614.926
main,A13F,0.2019,480.674
main,A13F,0.2079,480.674
main,A13F,0.2140,484.734
main,A13F,0.2202,501.179
main,A13F,0.2267,487.588
main,A13F,0.2333,526.186
main,A13F,0.2402,548.168
main,A13F,0.2472,542.881
main,A13F,0.2545,542.831
main,A13F,0.2619,546.371
main,A13F,0.2696,724.888
main,A13F,0.2775,729.704
main,A13F,0.2857,904.099
main,A13F,0.2940,906.976
main,A13F,0.3027,906.128
main,A13F,0.3115,927.799
main,A13F,0.3207,808.556
main,A13F,0.3301,867.258
main,A13F,0.3397,877.072
main,A13F,0.3497,851.087
main,A13F,0.3600,883.795
main,A13F,0.3705,942.722
main,A13F,0.3814,886.983
main,A13F,0.3926,921.402
main,A13F,0.4041,927.918
main,A13F,0.4159,1035.247
main,A13F,0.4281,1063.154
main,A13F,0.4407,1101.887
main,A13F,0.4536,1165.368
main,A13F,0.4669,1215.363
main,A13F,0.4806,1208.733
main,A13F,0.4947,1179.490
main,A13F,0.5092,1323.551
main,A13F,0.5241,1432.158
main,A13F,0.5395,1374.129
main,A13F,0.5553,1506.381
main,A13F,0.5716,1436.180
main,A13F,0.5884,1532.445
main,A13F,0.6056,1682.281
main,A13F,0.6234,1799.471
main,A13F,0.6417,2124.725
main,A13F,0.6605,1963.992
main,A13F,0.6798,2110.655
main,A13F,0.6998,2402.686
main,A13F,0.7203,2614.550
main,A13F,0.7414,2898.299
main,A13F,0.7632,3045.970
main,A13F,0.7855,2955.009
main,A13F,0.8086,2886.719
main,A13F,0.8323,2880.183
main,A13F,0.8567,2907.039
main,A13F,0.8818,3454.159
main,A13F,0.9077,3568.134
main,A13F,0.9343,3592.447
main,A13F,0.9617,3424.413
main,A13F,0.9899,3440.978
main,A13F,1.0189,3218.076
main,A13F,1.0488,3293.453
main,A13F,1.0796,3679.103
main,A13F,1.1112,3982.020
main,A13F,1.1438,4032.530
main,A13F,1.1773,3804.884
main,A13F,1.2119,3717.452
main,A13F,1.2474,3763.816
main,A13F,1.2840,3859.859
main,A13F,1.3216,4052.739
main,A13F,1.3604,4313.884
main,A13F,1.4003,4164.802
main,A13F,1.4414,3907.916
main,A13F,1.4836,3813.156
main,A13F,1.5271,4002.497
main,A13F,1.5719,3895.788
main,A13F,1.6180,4079.166
main,A13F,1.6655,4151.488
main,A13F,1.7143,4163.485
main,A13F,1.7646,4315.481
main,A13F,1.8163,4355.095
main,A13F,1.8696,4511.164
main,A13F,1.9244,4628.098
main,A13F,1.9808,4569.868
main,A13F,2.0389,4572.835
main,A13F,2.0987,4844.738
main,A13F,2.1602,4768.370
main,A13F,2.2236,4950.481
main,A13F,2.2888,4962.608
main,A13F,2.3559,4991.815
main,A13F,2.4250,4990.323
main,A13F,2.4961,4957.042
main,A13F,2.5693,5143.017
main,A13F,2.6447,5561.130
main,A13F,2.7222,5827.236
main,A13F,2.8020,5996.506
main,A13F,2.8842,6244.439
main,A13F,2.9688,6212.493
main,A13F,3.0558,6739.790
main,A13F,3.1454,6662.272
main,A13F,3.2377,6785.496
main,A13F,3.3326,6661.914
main,A13F,3.4304,6754.390
main,A13F,3.5310,6666.883
main,A13F,3.6345,6750.750
main,A13F,3.7411,6522.512
main,A13F,3.8508,6314.751
main,A13F,3.9637,6220.459
main,A13F,4.0799,5707.230
main,A13F,4.1996,5681.117
main,A13F,4.3227,6074.331
main,A13F,4.4495,6130.788
main,A13F,4.5800,6200.873
main,A13F,4.7143,6154.445
main,A13F,4.8525,6144.176
main,A13F,4.9948,6439.264
main,A13F,5.1413,7010.647
main,A13F,5.2921,7107.893
main,A13F,5.4472,7565.904
main,A13F,5.6070,7811.797
main,A13F,5.7714,7606.827
main,A13F,5.9406,7643.810
main,A13F,6.1148,7354.745
main,A13F,6.2942,7591.086
main,A13F,6.4787,7561.427
main,A13F,6.6687,7133.966
main,A13F,6.8643,6451.299
main,A13F,7.0656,6268.694
main,A13F,7.2728,5884.171
main,A13F,7.4860,5754.727
main,A13F,7.7056,5633.096
main,A13F,7.9315,5818.160
main,A13F,8.1641,5937.083
main,A13F,8.4035,5922.679
main,A13F,8.6499,5811.538
main,A13F,8.9036,6174.709
main,A13F,9.1647,6056.495
main,A13F,9.4334,6008.695
main,A13F,9.7101,5967.721
main,A13F,9.9948,6062.784
main,A13F,10.2879,5738.921
main,A13F,10.5896,5398.340
main,A13F,10.9001,5160.438
main,A13F,11.2198,4871.934
main,A13F,11.5488,4496.684
main,A13F,11.8874,4172.599
main,A13F,12.2360,3936.782
main,A13F,12.5949,3517.834
main,A13F,12.9642,3185.723
main,A13F,13.3444,2805.570
main,A13F,13.7357,2613.058
main,A13F,14.1385,2268.744
main,A13F,14.5531,2046.241
main,A13F,14.9798,1841.141
main,A13F,15.4191,1718.760
main,A13F,15.8713,1548.977
main,A13F,16.3367,1490.945
main,A13F,16.8157,1417.293
main,A13F,17.3089,1351.263
main,A13F,17.8164,1337.021
main,A13F,18.3389,1291.973
main,A13F,18.8767,1295.555
main,A13F,19.4302,1270.390
main,A13F,20.0000,1214.602
main,A14C,0.0848,185.857
main,A14C,0.0873,183.384
main,A14C,0.0899,185.641
main,A14C,0.0925,185.641
main,A14C,0.0952,171.359
main,A14C,0.0980,171.359
main,A14C,0.1009,160.617
main,A14C,0.1039,160.617
main,A14C,0.1069,152.533
main,A14C,0.1698,145.684
main,A14C,0.1748,176.680
main,A14C,0.1799,211.652
main,A14C,0.1852,211.652
main,A14C,0.1906,225.148
main,A14C,0.1962,225.148
main,A14C,0.2019,260.674
main,A14C,0.2079,260.674
main,A14C,0.2140,301.041
main,A14C,0.2545,495.097
main,A14C,0.2619,535.296
main,A14C,0.2696,618.925
main,A14C,0.2775,667.507
main,A14C,0.2857,688.158
main,A14C,0.2940,783.641
main,A14C,0.3027,854.922
main,A14C,0.3115,854.922
main,A14C,0.3207,845.854
main,A14C,0.3397,693.120
main,A14C,0.3497,650.054
main,A14C,0.3600,603.400
main,A14C,0.3705,553.929
main,A14C,0.3814,549.395
main,A14C,0.3926,555.729
main,A14C,0.4041,557.501
main,A14C,0.4159,708.640
main,A14C,0.4281,792.467
main,A14C,0.4407,1072.011
main,A14C,0.4536,1127.535
main,A14C,0.4669,1344.573
main,A14C,0.4806,1418.199
main,A14C,0.4947,1530.628
main,A14C,0.5092,1385.610
main,A14C,0.5241,1473.537
main,A14C,0.5395,1505.160
main,A14C,0.5553,1384.002
main,A14C,0.5716,1318.130
main,A14C,0.5884,1447.444
main,A14C,0.6056,1409.504
main,A14C,0.6234,1349.977
main,A14C,0.6417,1375.295
main,A14C,0.6605,1627.720
main,A14C,0.6798,1066.383
main,A14C,0.6998,1026.198
main,A14C,0.7203,1007.476
main,A14C,0.7414,1029.674
main,A14C,0.7632,1058.461
main,A14C,0.7855,1027.562
main,A14C,0.8086,1036.629
main,A14C,0.8323,1167.544
main,A14C,0.8567,1225.953
main,A14C,0.8818,1473.585
main,A14C,0.9077,1521.452
main,A14C,0.9343,1747.937
main,A14C,0.9617,1809.217
main,A14C,0.9899,2156.423
main,A14C,1.0189,2153.430
main,A14C,1.0488,2167.506
main,A14C,1.0796,2170.175
main,A14C,1.1112,2152.919
main,A14C,1.1438,2147.574
main,A14C,1.1773,1992.415
main,A14C,1.2119,1935.475
main,A14C,1.2474,2091.357
main,A14C,1.2840,2156.638
main,A14C,1.3216,2269.904
main,A14C,1.3604,2615.972
main,A14C,1.4003,2742.286
main,A14C,1.4414,2627.869
main,A14C,1.4836,2653.643
main,A14C,1.5271,2834.590
main,A14C,1.5719,3111.564
main,A14C,1.6180,2649.467
main,A14C,1.6655,2495.646
main,A14C,1.7143,2452.451
main,A14C,1.7646,2180.553
main,A14C,1.8163,2171.185
main,A14C,1.8696,2491.755
main,A14C,1.9244,2717.782
main,A14C,1.9808,2850.060
main,A14C,2.0389,2998.420
main,A14C,2.0987,3888.794
main,A14C,2.1602,4332.555
main,A14C,2.2236,4631.783
main,A14C,2.2888,4933.114
main,A14C,2.3559,5573.487
main,A14C,2.4250,5004.923
main,A14C,2.4961,5262.174
main,A14C,2.5693,4566.313
main,A14C,2.6447,4437.703
main,A14C,2.7222,4227.466
main,A14C,2.8020,3632.539
main,A14C,2.8842,3385.172
main,A14C,2.9688,2966.477
main,A14C,3.0558,3072.330
main,A14C,3.1454,2951.121
main,A14C,3.2377,2952.972
main,A14C,3.3326,2792.285
main,A14C,3.4304,3029.535
main,A14C,3.5310,3202.490
main,A14C,3.6345,3487.793
main,A14C,3.7411,3407.302
main,A14C,3.8508,3592.674
main,A14C,3.9637,3453.923
main,A14C,4.0799,3218.951
main,A14C,4.1996,3282.765
main,A14C,4.3227,3360.873
main,A14C,4.4495,3466.267
main,A14C,4.5800,3380.453
main,A14C,4.7143,3368.041
main,A14C,4.8525,3354.749
main,A14C,4.9948,3618.788
main,A14C,5.1413,3792.811
main,A14C,5.2921,3714.839
main,A14C,5.4472,4296.611
main,A14C,5.6070,4892.710
main,A14C,5.7714,5150.770
main,A14C,5.9406,5072.844
main,A14C,6.1148,5236.787
main,A14C,6.2942,4995.882
main,A14C,6.4787,5278.289
main,A14C,6.6687,4961.662
main,A14C,6.8643,4877.570
main,A14C,7.0656,4953.173
main,A14C,7.2728,4962.051
main,A14C,7.4860,5024.173
main,A14C,7.7056,4899.518
main,A14C,7.9315,4969.971
main,A14C,8.1641,4591.366
main,A14C,8.4035,4236.674
main,A14C,8.6499,3641.378
main,A14C,8.9036,3561.082
main,A14C,9.1647,3192.388
main,A14C,9.4334,2405.560
main,A14C,9.7101,2157.172
main,A14C,9.9948,2023.842
main,A14C,10.2879,1880.347
main,A14C,10.5896,1840.484
main,A14C,10.9001,1745.381
main,A14C,11.2198,1756.704
main,A14C,11.5488,1828.415
main,A14C,11.8874,1763.635
main,A14C,12.2360,1731.714
main,A14C,12.5949,1843.313
main,A14C,12.9642,1814.765
main,A14C,13.3444,1705.496
main,A14C,13.7357,1717.718
main,A14C,14.1385,1791.602
main,A14C,14.5531,1785.480
main,A14C,14.9798,1634.725
main,A14C,15.4191,1542.852
main,A14C,15.8713,1524.092
main,A14C,16.3367,1470.488
main,A14C,16.8157,1406.406
main,A14C,17.3089,1327.419
main,A14C,17.8164,1300.525
main,A14C,18.3389,1174.490
