dataset,sta,freq_hz,snr
egf,AF01,3.7411,431.420
egf,AF01,3.8508,448.228
egf,AF01,3.9637,473.023
egf,AF01,4.0799,489.074
egf,AF01,4.1996,509.107
egf,AF01,4.3227,520.110
egf,AF01,4.4495,506.693
egf,AF01,4.5800,483.530
egf,AF01,4.7143,493.541
egf,AF01,4.8525,453.748
egf,AF01,4.9948,446.921
egf,AF01,5.1413,411.285
egf,AF01,5.2921,389.434
egf,AF01,5.4472,365.329
egf,AF01,5.6070,353.501
egf,AF01,5.7714,329.540
egf,AF01,5.9406,305.274
egf,AF01,6.1148,305.334
egf,AF01,6.2942,308.170
egf,AF01,6.4787,306.456
egf,AF01,6.6687,291.789
egf,AF01,6.8643,276.960
egf,AF01,7.0656,259.014
egf,AF01,7.2728,229.031
egf,AF01,7.4860,204.345
egf,AF01,7.7056,195.449
egf,AF01,7.9315,180.803
egf,AF01,8.1641,161.568
egf,AF01,8.4035,143.171
egf,AF01,8.6499,122.631
egf,AF01,8.9036,111.348
egf,AF01,9.1647,99.010
egf,AF01,9.4334,90.362
egf,AF01,9.7101,83.386
egf,AF01,9.9948,75.757
egf,AF01,10.2879,68.880
egf,AF01,10.5896,64.836
egf,AF01,10.9001,58.789
egf,AF01,11.2198,54.916
egf,AF01,11.5488,52.603
egf,AF01,11.8874,47.036
egf,AF01,12.2360,43.297
egf,AF01,12.5949,40.212
egf,AF01,12.9642,39.767
egf,AF01,13.3444,37.685
egf,AF01,13.7357,35.216
egf,AF01,14.1385,34.990
egf,AF01,14.5531,35.022
egf,AF01,14.9798,35.057
egf,AF01,15.4191,35.906
egf,AF01,15.8713,37.808
egf,AF01,16.3367,40.896
egf,AF01,16.8157,43.387
egf,AF01,17.3089,43.812
egf,AF01,17.8164,48.453
egf,AF01,18.3389,53.505
egf,AF01,18.8767,61.698
egf,AF01,19.4302,72.290
egf,AF01,20.0000,69.662
egf,PB01,0.0200,2.201
egf,PB01,0.0206,2.201
egf,PB01,0.0212,2.201
egf,PB01,0.0218,2.201
egf,PB01,0.0225,2.201
egf,PB01,0.0231,2.201
egf,PB01,0.0238,2.201
egf,PB01,0.0245,2.201
egf,PB01,0.0291,5.458
egf,PB01,0.0300,5.458
egf,PB01,0.0309,5.458
egf,PB01,0.0318,5.458
egf,PB01,0.0327,5.458
egf,PB01,0.0336,5.458
egf,PB01,0.0346,5.458
egf,PB01,0.0357,5.458
egf,PB01,0.0367,5.458
egf,PB01,0.0389,3.097
egf,PB01,0.0400,3.097
egf,PB01,0.0412,3.097
egf,PB01,0.0424,3.097
egf,PB01,0.0436,3.097
egf,PB01,0.0449,3.097
egf,PB01,0.0462,3.097
egf,PB01,0.0476,3.230
egf,PB01,0.0490,3.230
egf,PB01,0.0504,3.819
egf,PB01,0.0519,3.819
egf,PB01,0.0534,3.819
egf,PB01,0.0550,3.819
egf,PB01,0.0566,3.819
egf,PB01,0.0583,2.452
egf,PB01,0.0600,2.452
egf,PB01,0.0617,2.452
egf,PB01,0.0636,2.242
egf,PB01,0.0654,2.242
egf,PB01,0.0673,2.964
egf,PB01,0.0693,2.964
egf,PB01,0.0713,2.964
egf,PB01,0.0734,2.964
egf,PB01,0.0756,3.716
egf,PB01,0.0778,2.503
egf,PB01,0.0801,2.503
egf,PB01,0.0824,2.503
egf,PB01,0.0848,2.503
egf,PB01,0.0873,2.401
egf,PB01,0.0899,1.983
egf,PB01,0.0925,1.983
egf,PB01,0.0952,2.513
egf,PB01,0.0980,2.513
egf,PB01,0.1009,2.909
egf,PB01,0.1039,2.909
egf,PB01,0.1069,2.856
egf,PB01,0.1101,2.856
egf,PB01,0.1133,3.190
egf,PB01,0.1166,1.382
egf,PB01,0.1200,1.382
egf,PB01,0.1235,1.134
egf,PB01,0.1272,1.033
egf,PB01,0.1309,1.033
egf,PB01,0.1347,1.441
egf,PB01,0.1387,1.286
egf,PB01,0.1428,1.369
egf,PB01,0.1469,1.369
egf,PB01,0.1512,1.718
egf,PB01,0.1557,1.718
egf,PB01,0.1602,1.718
egf,PB01,0.1649,1.965
egf,PB01,0.1698,1.965
egf,PB01,0.1748,2.062
egf,PB01,0.1799,2.275
egf,PB01,0.1852,2.275
egf,PB01,0.1906,2.662
egf,PB01,0.1962,2.662
egf,PB01,0.2019,3.751
egf,PB01,0.2079,3.751
egf,PB01,0.2140,4.647
egf,PB01,0.2202,5.319
egf,PB01,0.2267,6.379
egf,PB01,0.2333,6.403
egf,PB01,0.2402,6.983
egf,PB01,0.2472,7.096
egf,PB01,0.2545,7.692
egf,PB01,0.2619,7.768
egf,PB01,0.2696,10.234
egf,PB01,0.2775,12.870
egf,PB01,0.2857,14.285
egf,PB01,0.2940,15.874
egf,PB01,0.3027,19.081
egf,PB01,0.3115,19.081
egf,PB01,0.3207,20.694
egf,PB01,0.3301,21.360
egf,PB01,0.3397,26.581
egf,PB01,0.3497,27.378
egf,PB01,0.3600,28.222
egf,PB01,0.3705,28.044
egf,PB01,0.3814,29.016
egf,PB01,0.3926,30.901
egf,PB01,0.4041,29.588
egf,PB01,0.4159,31.801
egf,PB01,0.4281,34.988
egf,PB01,0.4407,35.013
egf,PB01,0.4536,36.953
egf,PB01,0.4669,39.359
egf,PB01,0.4806,44.265
egf,PB01,0.4947,47.357
egf,PB01,0.5092,47.635
egf,PB01,0.5241,48.707
egf,PB01,0.5395,53.475
egf,PB01,0.5553,56.409
egf,PB01,0.5716,59.204
egf,PB01,0.5884,68.036
egf,PB01,0.6056,73.438
egf,PB01,0.6234,76.347
egf,PB01,0.6417,81.326
egf,PB01,0.6605,98.544
egf,PB01,0.6798,109.299
egf,PB01,0.6998,113.202
egf,PB01,0.7203,120.079
egf,PB01,0.7414,125.773
egf,PB01,0.7632,126.340
egf,PB01,0.7855,140.244
egf,PB01,0.8086,148.189
egf,PB01,0.8323,143.139
egf,PB01,0.8567,142.909
egf,PB01,0.8818,139.648
egf,PB01,0.9077,155.583
egf,PB01,0.9343,176.396
egf,PB01,0.9617,187.860
egf,PB01,0.9899,204.464
egf,PB01,1.0189,227.769
egf,PB01,1.0488,248.715
egf,PB01,1.0796,264.995
egf,PB01,1.1112,273.489
egf,PB01,1.1438,298.976
egf,PB01,1.1773,312.707
egf,PB01,1.2119,302.556
egf,PB01,1.2474,297.392
egf,PB01,1.2840,316.108
egf,PB01,1.3216,317.036
egf,PB01,1.3604,304.661
egf,PB01,1.4003,319.651
egf,PB01,1.4414,342.917
egf,PB01,1.4836,385.104
egf,PB01,1.5271,412.543
egf,PB01,1.5719,428.740
egf,PB01,1.6180,480.473
egf,PB01,1.6655,505.390
egf,PB01,1.7143,510.678
egf,PB01,1.7646,570.262
egf,PB01,1.8163,599.509
egf,PB01,1.8696,629.154
egf,PB01,1.9244,651.976
egf,PB01,1.9808,645.512
egf,PB01,2.0389,676.042
egf,PB01,2.0987,668.781
egf,PB01,2.1602,637.634
egf,PB01,2.2236,638.549
egf,PB01,2.2888,612.011
egf,PB01,2.3559,615.729
egf,PB01,2.4250,627.005
egf,PB01,2.4961,655.203
egf,PB01,2.5693,677.335
egf,PB01,2.6447,708.599
egf,PB01,2.7222,732.231
egf,PB01,2.8020,754.630
egf,PB01,2.8842,799.979
egf,PB01,2.9688,852.138
egf,PB01,3.0558,944.179
egf,PB01,3.1454,947.444
egf,PB01,3.2377,893.563
egf,PB01,3.3326,918.755
egf,PB01,3.4304,947.032
egf,PB01,3.5310,927.861
egf,PB01,3.6345,921.176
egf,PB01,3.7411,888.432
egf,PB01,3.8508,853.916
egf,PB01,3.9637,730.200
egf,PB01,4.0799,660.727
egf,PB01,4.1996,585.518
egf,PB01,4.3227,515.579
egf,PB01,4.4495,470.877
egf,PB01,4.5800,412.260
egf,PB01,4.7143,394.555
egf,PB01,4.8525,387.697
egf,PB01,4.9948,394.085
egf,PB01,5.1413,392.685
egf,PB01,5.2921,398.960
egf,PB01,5.4472,409.258
egf,PB01,5.6070,449.121
egf,PB01,5.7714,491.781
egf,PB01,5.9406,537.100
egf,PB01,6.1148,610.185
egf,PB01,6.2942,632.338
egf,PB01,6.4787,636.611
egf,PB01,6.6687,585.901
egf,PB01,6.8643,572.029
egf,PB01,7.0656,535.608
egf,PB01,7.2728,512.581
egf,PB01,7.4860,460.763
egf,PB01,7.7056,421.900
egf,PB01,7.9315,351.460
egf,PB01,8.1641,323.336
egf,PB01,8.4035,305.397
egf,PB01,8.6499,282.679
egf,PB01,8.9036,275.999
egf,PB01,9.1647,243.647
egf,PB01,9.4334,224.023
egf,PB01,9.7101,218.089
egf,PB01,9.9948,205.733
egf,PB01,10.2879,202.808
egf,PB01,10.5896,214.580
egf,PB01,10.9001,207.171
egf,PB01,11.2198,209.587
egf,PB01,11.5488,222.616
egf,PB01,11.8874,232.187
egf,PB01,12.2360,243.025
egf,PB01,12.5949,250.314
egf,PB01,12.9642,244.761
egf,PB01,13.3444,236.181
egf,PB01,13.7357,227.782
egf,PB01,14.1385,222.580
egf,PB01,14.5531,217.769
egf,PB01,14.9798,211.154
egf,PB01,15.4191,198.241
egf,PB01,15.8713,189.054
egf,PB01,16.3367,181.777
egf,PB01,16.8157,175.752
egf,PB01,17.3089,171.803
egf,PB01,17.8164,186.460
egf,PB01,18.3389,185.710
egf,PB01,18.8767,172.956
egf,PB01,19.4302,178.287
egf,PB01,20.0000,146.918
egf,PB02,0.0200,3.182
egf,PB02,0.0206,3.182
egf,PB02,0.0212,3.182
egf,PB02,0.0218,3.182
egf,PB02,0.0225,3.182
egf,PB02,0.0231,3.182
egf,PB02,0.0238,3.182
egf,PB02,0.0245,3.182
egf,PB02,0.0291,7.996
egf,PB02,0.0300,7.996
egf,PB02,0.0309,7.996
egf,PB02,0.0318,7.996
egf,PB02,0.0327,7.996
egf,PB02,0.0336,7.996
egf,PB02,0.0346,7.996
egf,PB02,0.0357,7.996
egf,PB02,0.0367,7.996
egf,PB02,0.0389,2.561
egf,PB02,0.0400,2.561
egf,PB02,0.0412,2.561
egf,PB02,0.0424,2.561
egf,PB02,0.0436,2.561
egf,PB02,0.0449,2.561
egf,PB02,0.0462,2.561
egf,PB02,0.0476,1.995
egf,PB02,0.0490,1.995
egf,PB02,0.0504,1.597
egf,PB02,0.0519,1.597
egf,PB02,0.0534,1.597
egf,PB02,0.0550,1.597
egf,PB02,0.0566,1.597
egf,PB02,0.0583,2.164
egf,PB02,0.0600,2.164
egf,PB02,0.0617,2.164
egf,PB02,0.0636,2.687
egf,PB02,0.0654,2.687
egf,PB02,0.0673,2.522
egf,PB02,0.0693,2.522
egf,PB02,0.0713,2.522
egf,PB02,0.0734,2.522
egf,PB02,0.0756,2.731
egf,PB02,0.0778,2.955
egf,PB02,0.0801,2.955
egf,PB02,0.0824,2.955
egf,PB02,0.0848,2.955
egf,PB02,0.0873,3.883
egf,PB02,0.0899,4.489
egf,PB02,0.0925,4.489
egf,PB02,0.0952,3.241
egf,PB02,0.0980,3.241
egf,PB02,0.1009,3.261
egf,PB02,0.1039,3.261
egf,PB02,0.1069,3.736
egf,PB02,0.1101,3.736
egf,PB02,0.1133,3.057
egf,PB02,0.1166,2.324
egf,PB02,0.1200,2.324
egf,PB02,0.1235,1.497
egf,PB02,0.1272,1.459
egf,PB02,0.1309,1.459
egf,PB02,0.1347,1.563
egf,PB02,0.1387,1.498
egf,PB02,0.1428,1.379
egf,PB02,0.1469,1.379
egf,PB02,0.1512,1.075
egf,PB02,0.1557,1.075
egf,PB02,0.1602,1.075
egf,PB02,0.1649,1.441
egf,PB02,0.1698,1.441
egf,PB02,0.1748,1.636
egf,PB02,0.1799,2.033
egf,PB02,0.1852,2.033
egf,PB02,0.1906,2.540
egf,PB02,0.1962,2.540
egf,PB02,0.2019,4.124
egf,PB02,0.2079,4.124
egf,PB02,0.2140,4.362
egf,PB02,0.2202,4.436
egf,PB02,0.2267,4.612
egf,PB02,0.2333,4.283
egf,PB02,0.2402,4.405
egf,PB02,0.2472,4.962
egf,PB02,0.2545,5.780
egf,PB02,0.2619,5.596
egf,PB02,0.2696,6.133
egf,PB02,0.2775,6.630
egf,PB02,0.2857,7.225
egf,PB02,0.2940,8.070
egf,PB02,0.3027,9.159
egf,PB02,0.3115,9.159
egf,PB02,0.3207,10.742
egf,PB02,0.3301,11.590
egf,PB02,0.3397,12.611
egf,PB02,0.3497,14.064
egf,PB02,0.3600,14.815
egf,PB02,0.3705,16.310
egf,PB02,0.3814,17.288
egf,PB02,0.3926,18.522
egf,PB02,0.4041,21.650
egf,PB02,0.4159,26.112
egf,PB02,0.4281,29.339
egf,PB02,0.4407,34.182
egf,PB02,0.4536,39.659
egf,PB02,0.4669,44.861
egf,PB02,0.4806,45.330
egf,PB02,0.4947,44.620
egf,PB02,0.5092,46.577
egf,PB02,0.5241,45.222
egf,PB02,0.5395,46.216
egf,PB02,0.5553,52.458
egf,PB02,0.5716,57.533
egf,PB02,0.5884,63.400
egf,PB02,0.6056,64.027
egf,PB02,0.6234,65.510
egf,PB02,0.6417,79.461
egf,PB02,0.6605,87.828
egf,PB02,0.6798,98.848
egf,PB02,0.6998,112.799
egf,PB02,0.7203,124.211
egf,PB02,0.7414,134.738
egf,PB02,0.7632,145.061
egf,PB02,0.7855,163.210
egf,PB02,0.8086,180.556
egf,PB02,0.8323,199.086
egf,PB02,0.8567,216.614
egf,PB02,0.8818,234.449
egf,PB02,0.9077,260.532
egf,PB02,0.9343,273.256
egf,PB02,0.9617,287.280
egf,PB02,0.9899,312.024
egf,PB02,1.0189,338.525
egf,PB02,1.0488,356.288
egf,PB02,1.0796,421.234
egf,PB02,1.1112,471.388
egf,PB02,1.1438,465.391
egf,PB02,1.1773,481.754
egf,PB02,1.2119,465.300
egf,PB02,1.2474,462.212
egf,PB02,1.2840,487.991
egf,PB02,1.3216,514.556
egf,PB02,1.3604,500.842
egf,PB02,1.4003,456.322
egf,PB02,1.4414,480.529
egf,PB02,1.4836,482.934
egf,PB02,1.5271,472.899
egf,PB02,1.5719,559.941
egf,PB02,1.6180,658.643
egf,PB02,1.6655,733.705
egf,PB02,1.7143,736.197
egf,PB02,1.7646,771.272
egf,PB02,1.8163,780.704
egf,PB02,1.8696,796.863
egf,PB02,1.9244,761.987
egf,PB02,1.9808,754.249
egf,PB02,2.0389,777.791
egf,PB02,2.0987,775.928
egf,PB02,2.1602,754.208
egf,PB02,2.2236,745.394
egf,PB02,2.2888,732.911
egf,PB02,2.3559,690.783
egf,PB02,2.4250,689.982
egf,PB02,2.4961,680.237
egf,PB02,2.5693,651.386
egf,PB02,2.6447,625.122
egf,PB02,2.7222,592.674
egf,PB02,2.8020,582.889
egf,PB02,2.8842,579.598
egf,PB02,2.9688,589.136
egf,PB02,3.0558,582.441
egf,PB02,3.1454,616.417
egf,PB02,3.2377,634.243
egf,PB02,3.3326,638.734
egf,PB02,3.4304,766.789
egf,PB02,3.5310,816.527
egf,PB02,3.6345,830.249
egf,PB02,3.7411,827.610
egf,PB02,3.8508,823.532
egf,PB02,3.9637,790.209
egf,PB02,4.0799,749.786
egf,PB02,4.1996,655.750
egf,PB02,4.3227,561.734
egf,PB02,4.4495,505.712
egf,PB02,4.5800,434.670
egf,PB02,4.7143,413.143
egf,PB02,4.8525,393.123
egf,PB02,4.9948,377.920
egf,PB02,5.1413,353.191
egf,PB02,5.2921,348.571
egf,PB02,5.4472,366.499
egf,PB02,5.6070,404.694
egf,PB02,5.7714,458.448
egf,PB02,5.9406,520.056
egf,PB02,6.1148,516.615
egf,PB02,6.2942,529.483
egf,PB02,6.4787,541.810
egf,PB02,6.6687,519.114
egf,PB02,6.8643,525.419
egf,PB02,7.0656,527.646
egf,PB02,7.2728,513.347
egf,PB02,7.4860,484.871
egf,PB02,7.7056,431.815
egf,PB02,7.9315,414.081
egf,PB02,8.1641,378.042
egf,PB02,8.4035,344.994
egf,PB02,8.6499,314.995
egf,PB02,8.9036,292.745
egf,PB02,9.1647,256.222
egf,PB02,9.4334,240.611
egf,PB02,9.7101,226.767
egf,PB02,9.9948,222.881
egf,PB02,10.2879,221.842
egf,PB02,10.5896,232.201
egf,PB02,10.9001,247.056
egf,PB02,11.2198,268.940
egf,PB02,11.5488,293.119
egf,PB02,11.8874,324.414
egf,PB02,12.2360,357.666
egf,PB02,12.5949,377.622
egf,PB02,12.9642,391.061
egf,PB02,13.3444,386.820
egf,PB02,13.7357,375.169
egf,PB02,14.1385,355.173
egf,PB02,14.5531,354.084
egf,PB02,14.9798,338.307
egf,PB02,15.4191,324.384
egf,PB02,15.8713,312.260
egf,PB02,16.3367,301.390
egf,PB02,16.8157,294.851
egf,PB02,17.3089,278.363
egf,PB02,17.8164,274.760
egf,PB02,18.3389,252.149
egf,PB02,18.8767,229.057
egf,PB02,19.4302,231.529
egf,PB02,20.0000,211.448
egf,PB03,0.0200,11.030
egf,PB03,0.0206,11.030
egf,PB03,0.0212,11.030
egf,PB03,0.0218,11.030
egf,PB03,0.0225,11.030
egf,PB03,0.0231,11.030
egf,PB03,0.0238,11.030
egf,PB03,0.0245,11.030
egf,PB03,0.0291,10.792
egf,PB03,0.0300,10.792
egf,PB03,0.0309,10.792
egf,PB03,0.0318,10.792
egf,PB03,0.0327,10.792
egf,PB03,0.0336,10.792
egf,PB03,0.0346,10.792
egf,PB03,0.0357,10.792
egf,PB03,0.0367,10.792
egf,PB03,0.0389,6.562
egf,PB03,0.0400,6.562
egf,PB03,0.0412,6.562
egf,PB03,0.0424,6.562
egf,PB03,0.0436,6.562
egf,PB03,0.0449,6.562
egf,PB03,0.0462,6.562
egf,PB03,0.0476,6.439
egf,PB03,0.0490,6.439
egf,PB03,0.0504,6.993
egf,PB03,0.0519,6.993
egf,PB03,0.0534,6.993
egf,PB03,0.0550,6.993
egf,PB03,0.0566,6.993
egf,PB03,0.0583,8.327
egf,PB03,0.0600,8.327
egf,PB03,0.0617,8.327
egf,PB03,0.0636,12.776
egf,PB03,0.0654,12.776
egf,PB03,0.0673,5.217
egf,PB03,0.0693,5.217
egf,PB03,0.0713,5.217
egf,PB03,0.0734,5.217
egf,PB03,0.0756,3.306
egf,PB03,0.0778,5.229
egf,PB03,0.0801,5.229
egf,PB03,0.0824,5.229
egf,PB03,0.0848,5.229
egf,PB03,0.0873,4.718
egf,PB03,0.0899,5.417
egf,PB03,0.0925,5.417
egf,PB03,0.0952,4.074
egf,PB03,0.0980,4.074
egf,PB03,0.1009,3.177
egf,PB03,0.1039,3.177
egf,PB03,0.1069,2.204
egf,PB03,0.1101,2.204
egf,PB03,0.1133,1.869
egf,PB03,0.1166,1.092
egf,PB03,0.1200,1.092
egf,PB03,0.1235,1.139
egf,PB03,0.1272,1.079
egf,PB03,0.1309,1.079
egf,PB03,0.1347,0.899
egf,PB03,0.1387,0.831
egf,PB03,0.1428,0.860
egf,PB03,0.1469,0.860
egf,PB03,0.1512,1.035
egf,PB03,0.1557,1.035
egf,PB03,0.1602,1.035
egf,PB03,0.1649,1.319
egf,PB03,0.1698,1.319
egf,PB03,0.1748,1.345
egf,PB03,0.1799,1.593
egf,PB03,0.1852,1.593
egf,PB03,0.1906,2.109
egf,PB03,0.1962,2.109
egf,PB03,0.2019,2.924
egf,PB03,0.2079,2.924
egf,PB03,0.2140,3.648
egf,PB03,0.2202,4.493
egf,PB03,0.2267,6.019
egf,PB03,0.2333,5.946
egf,PB03,0.2402,8.003
egf,PB03,0.2472,8.293
egf,PB03,0.2545,7.981
egf,PB03,0.2619,8.738
egf,PB03,0.2696,10.141
egf,PB03,0.2775,14.456
egf,PB03,0.2857,16.401
egf,PB03,0.2940,18.388
egf,PB03,0.3027,23.594
egf,PB03,0.3115,23.594
egf,PB03,0.3207,26.185
egf,PB03,0.3301,35.735
egf,PB03,0.3397,37.391
egf,PB03,0.3497,35.972
egf,PB03,0.3600,39.117
egf,PB03,0.3705,43.730
egf,PB03,0.3814,48.557
egf,PB03,0.3926,49.299
egf,PB03,0.4041,57.110
egf,PB03,0.4159,66.591
egf,PB03,0.4281,65.474
egf,PB03,0.4407,77.570
egf,PB03,0.4536,94.018
egf,PB03,0.4669,110.539
egf,PB03,0.4806,122.962
egf,PB03,0.4947,129.085
egf,PB03,0.5092,134.667
egf,PB03,0.5241,156.457
egf,PB03,0.5395,174.072
egf,PB03,0.5553,181.717
egf,PB03,0.5716,200.109
egf,PB03,0.5884,219.309
egf,PB03,0.6056,246.984
egf,PB03,0.6234,257.885
egf,PB03,0.6417,290.694
egf,PB03,0.6605,322.537
egf,PB03,0.6798,373.510
egf,PB03,0.6998,427.196
egf,PB03,0.7203,495.134
egf,PB03,0.7414,583.279
egf,PB03,0.7632,640.964
egf,PB03,0.7855,689.995
egf,PB03,0.8086,738.810
egf,PB03,0.8323,817.066
egf,PB03,0.8567,912.312
egf,PB03,0.8818,943.180
egf,PB03,0.9077,968.939
egf,PB03,0.9343,991.922
egf,PB03,0.9617,896.596
egf,PB03,0.9899,825.431
egf,PB03,1.0189,880.125
egf,PB03,1.0488,828.953
egf,PB03,1.0796,857.463
egf,PB03,1.1112,912.885
egf,PB03,1.1438,874.135
egf,PB03,1.1773,865.060
egf,PB03,1.2119,933.859
egf,PB03,1.2474,976.956
egf,PB03,1.2840,1053.324
egf,PB03,1.3216,1175.100
egf,PB03,1.3604,1333.419
egf,PB03,1.4003,1398.971
egf,PB03,1.4414,1383.713
egf,PB03,1.4836,1438.636
egf,PB03,1.5271,1495.160
egf,PB03,1.5719,1676.828
egf,PB03,1.6180,1758.926
egf,PB03,1.6655,1883.743
egf,PB03,1.7143,1851.976
egf,PB03,1.7646,1768.401
egf,PB03,1.8163,1814.277
egf,PB03,1.8696,1834.982
egf,PB03,1.9244,1823.191
egf,PB03,1.9808,1772.193
egf,PB03,2.0389,1583.030
egf,PB03,2.0987,1369.815
egf,PB03,2.1602,1242.330
egf,PB03,2.2236,1184.012
egf,PB03,2.2888,1233.135
egf,PB03,2.3559,1245.920
egf,PB03,2.4250,1317.143
egf,PB03,2.4961,1322.648
egf,PB03,2.5693,1358.091
egf,PB03,2.6447,1353.757
egf,PB03,2.7222,1400.622
egf,PB03,2.8020,1462.943
egf,PB03,2.8842,1461.604
egf,PB03,2.9688,1504.649
egf,PB03,3.0558,1461.563
egf,PB03,3.1454,1432.175
egf,PB03,3.2377,1466.890
egf,PB03,3.3326,1649.448
egf,PB03,3.4304,1770.139
egf,PB03,3.5310,1895.403
egf,PB03,3.6345,1997.616
egf,PB03,3.7411,1856.047
egf,PB03,3.8508,1733.948
egf,PB03,3.9637,1650.539
egf,PB03,4.0799,1574.031
egf,PB03,4.1996,1445.206
egf,PB03,4.3227,1256.149
egf,PB03,4.4495,1089.875
egf,PB03,4.5800,957.613
egf,PB03,4.7143,849.799
egf,PB03,4.8525,787.635
egf,PB03,4.9948,828.320
egf,PB03,5.1413,864.212
egf,PB03,5.2921,852.975
egf,PB03,5.4472,925.212
egf,PB03,5.6070,938.215
egf,PB03,5.7714,1015.017
egf,PB03,5.9406,1086.974
egf,PB03,6.1148,1262.848
egf,PB03,6.2942,1404.169
egf,PB03,6.4787,1503.855
egf,PB03,6.6687,1543.140
egf,PB03,6.8643,1613.130
egf,PB03,7.0656,1584.086
egf,PB03,7.2728,1520.259
egf,PB03,7.4860,1510.191
egf,PB03,7.7056,1408.634
egf,PB03,7.9315,1313.428
egf,PB03,8.1641,1186.504
egf,PB03,8.4035,1072.113
egf,PB03,8.6499,957.066
egf,PB03,8.9036,918.906
egf,PB03,9.1647,832.703
egf,PB03,9.4334,799.856
egf,PB03,9.7101,789.874
egf,PB03,9.9948,819.814
egf,PB03,10.2879,849.313
egf,PB03,10.5896,830.358
egf,PB03,10.9001,846.760
egf,PB03,11.2198,978.037
egf,PB03,11.5488,1051.732
egf,PB03,11.8874,1097.417
egf,PB03,12.2360,1154.667
egf,PB03,12.5949,1239.396
egf,PB03,12.9642,1222.323
egf,PB03,13.3444,1201.145
egf,PB03,13.7357,1184.005
egf,PB03,14.1385,1167.289
egf,PB03,14.5531,1159.321
egf,PB03,14.9798,1127.181
egf,PB03,15.4191,1089.151
egf,PB03,15.8713,1083.181
egf,PB03,16.3367,1020.158
egf,PB03,16.8157,1014.254
egf,PB03,17.3089,972.806
egf,PB03,17.8164,882.575
egf,PB03,18.3389,840.901
egf,PB03,18.8767,948.394
egf,PB03,19.4302,950.337
egf,PB03,20.0000,937.899
egf,PB05,0.0200,2.149
egf,PB05,0.0206,2.149
egf,PB05,0.0212,2.149
egf,PB05,0.0218,2.149
egf,PB05,0.0225,2.149
egf,PB05,0.0231,2.149
egf,PB05,0.0238,2.149
egf,PB05,0.0245,2.149
egf,PB05,0.0291,6.491
egf,PB05,0.0300,6.491
egf,PB05,0.0309,6.491
egf,PB05,0.0318,6.491
egf,PB05,0.0327,6.491
egf,PB05,0.0336,6.491
egf,PB05,0.0346,6.491
egf,PB05,0.0357,6.491
egf,PB05,0.0367,6.491
egf,PB05,0.0389,6.040
egf,PB05,0.0400,6.040
egf,PB05,0.0412,6.040
egf,PB05,0.0424,6.040
egf,PB05,0.0436,6.040
egf,PB05,0.0449,6.040
egf,PB05,0.0462,6.040
egf,PB05,0.0476,6.469
egf,PB05,0.0490,6.469
egf,PB05,0.0504,7.128
egf,PB05,0.0519,7.128
egf,PB05,0.0534,7.128
egf,PB05,0.0550,7.128
egf,PB05,0.0566,7.128
egf,PB05,0.0583,5.259
egf,PB05,0.0600,5.259
egf,PB05,0.0617,5.259
egf,PB05,0.0636,4.340
egf,PB05,0.0654,4.340
egf,PB05,0.0673,4.577
egf,PB05,0.0693,4.577
egf,PB05,0.0713,4.577
egf,PB05,0.0734,4.577
egf,PB05,0.0756,4.774
egf,PB05,0.0778,4.625
egf,PB05,0.0801,4.625
egf,PB05,0.0824,4.625
egf,PB05,0.0848,4.625
egf,PB05,0.0873,4.754
egf,PB05,0.0899,4.798
egf,PB05,0.0925,4.798
egf,PB05,0.0952,4.684
egf,PB05,0.0980,4.684
egf,PB05,0.1009,5.041
egf,PB05,0.1039,5.041
egf,PB05,0.1069,4.919
egf,PB05,0.1101,4.919
egf,PB05,0.1133,4.737
egf,PB05,0.1166,2.406
egf,PB05,0.1200,2.406
egf,PB05,0.1235,2.246
egf,PB05,0.1272,2.175
egf,PB05,0.1309,2.175
egf,PB05,0.1347,1.394
egf,PB05,0.1387,1.254
egf,PB05,0.1428,1.305
egf,PB05,0.1469,1.305
egf,PB05,0.1512,1.354
egf,PB05,0.1557,1.354
egf,PB05,0.1602,1.354
egf,PB05,0.1649,1.050
egf,PB05,0.1698,1.050
egf,PB05,0.1748,1.070
egf,PB05,0.1799,1.858
egf,PB05,0.1852,1.858
egf,PB05,0.1906,2.579
egf,PB05,0.1962,2.579
egf,PB05,0.2019,3.177
egf,PB05,0.2079,3.177
egf,PB05,0.2140,4.475
egf,PB05,0.2202,4.533
egf,PB05,0.2267,6.803
egf,PB05,0.2333,6.399
egf,PB05,0.2402,5.913
egf,PB05,0.2472,6.258
egf,PB05,0.2545,6.538
egf,PB05,0.2619,7.100
egf,PB05,0.2696,7.263
egf,PB05,0.2775,8.345
egf,PB05,0.2857,9.044
egf,PB05,0.2940,9.571
egf,PB05,0.3027,11.658
egf,PB05,0.3115,11.658
egf,PB05,0.3207,14.505
egf,PB05,0.3301,15.671
egf,PB05,0.3397,17.566
egf,PB05,0.3497,21.125
egf,PB05,0.3600,26.254
egf,PB05,0.3705,28.760
egf,PB05,0.3814,37.656
egf,PB05,0.3926,49.655
egf,PB05,0.4041,58.284
egf,PB05,0.4159,62.905
egf,PB05,0.4281,82.705
egf,PB05,0.4407,90.551
egf,PB05,0.4536,100.676
egf,PB05,0.4669,124.769
egf,PB05,0.4806,143.623
egf,PB05,0.4947,156.380
egf,PB05,0.5092,152.086
egf,PB05,0.5241,153.147
