   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
   8.4500000e+03   4.8000000e+03   3.4000000e+03
