   2   7.537      0.1592E+05   66.36       53.29       89.47       124.4       5.011       16.97       1.087       1.272       9.937      0.1568    
   2    Infinity   0.000       47.54       58.93       33.36       30.21       1.830       13.11       1.151       1.434       6.595      0.4556    
   2   4.721      0.1644E+05   59.13       57.66       85.76       112.4       5.896       15.33       1.440       1.351       9.278      0.2750    
   2    Infinity   0.000       65.92       57.99       40.15       116.8       3.302       7.334       1.300       1.226       7.833      0.4237    
   2   1.058       487.7       57.06       65.13       117.7       57.50       5.748       14.02       1.492       1.070       10.00      0.5792    
   2    Infinity   0.000       52.04       32.97       119.1       119.1       5.181       19.63       1.102       1.193       6.819      0.5415    
   2    Infinity   0.000       63.56       32.71       43.70       74.54       4.096       14.22       1.484       1.182       10.73      0.5377    
   2    Infinity   0.000       49.86       34.61       126.9       67.90       6.087       12.54       1.227       1.224       9.827      0.4666    
   2    Infinity   0.000       52.29       32.66       102.2       65.43       4.408       17.41       1.063       1.142       9.095      0.4256    
   2    Infinity   0.000       60.96       26.74       128.2       92.00       1.623       15.11       1.420       1.094       9.225      0.3249    
   2    Infinity   0.000       58.50       34.12       113.7       113.2       5.232       13.33       1.261       1.086       8.396      0.5762    
   2   1.030       1334.       58.10       55.81       108.7       108.7       5.990       9.033       1.088       1.118       10.98      0.4554    
   2    Infinity   0.000       29.40       54.10       113.8       129.2       4.992       10.64       1.157       1.275       7.625      0.2013    
   2    Infinity   0.000       28.46       69.95       69.68       104.4       4.913       10.12       1.126       1.249       9.774      0.4073    
   2    Infinity   0.000       39.45       42.98       93.78       111.6       5.351       6.797       1.077       1.157       9.337      0.4723    
   2    Infinity   0.000       40.14       63.41       54.49       124.3       5.168       8.913       1.081       1.097       10.34      0.3733    
   2    Infinity   0.000       31.88       50.77       86.98       126.2       6.043       9.089       1.273       1.063       9.868      0.1768    
   2    Infinity   0.000       29.92       64.20       55.43       109.2       6.049       5.690       1.090       1.239       9.524      0.1072    
   2    Infinity   0.000       27.63       53.49       121.3       76.95       4.425       8.570       1.080       1.072       9.867      0.3967    
