   5   1.798       7170.       25.55       59.61       77.83       102.0       5.912       19.74       1.182       1.058       8.990      0.4777    
   5   8.352      0.2650E+05   67.49       69.47       57.37       84.16       4.567       13.29       1.056       1.393       6.052      0.4069    
   5   2.153       4170.       32.87       34.05       65.97       73.85       3.863       15.21       1.069       1.454       6.179      0.1384    
   5  0.8555       1234.       26.66       34.11       59.79       87.90       1.836       7.355       1.273       1.142       6.035      0.1448    
   5   1.079       673.6       61.45       69.26       73.75       105.8       2.716       16.35       1.429       1.273       7.112      0.4402    
   5   1.006       74.49       55.04       62.30       38.40       73.56       5.682       6.951       1.469       1.484       7.041      0.4777    
   5    Infinity   0.000       46.26       43.41       119.3       40.25       3.748       16.73       1.450       1.389       6.246      0.3692    
   5    Infinity   0.000       25.36       28.39       106.5       88.98       2.238       5.096       1.430       1.115       9.384      0.5734    
   5    Infinity   0.000       38.09       25.29       49.28       89.68       5.799       19.52       1.288       1.159       9.924      0.5235    
   5    Infinity   0.000       30.46       58.77       60.98       119.4       5.073       13.12       1.124       1.298       8.075      0.5873    
   5  0.4388       6095.       61.14       31.26       90.75       116.9       4.418       15.13       1.462       1.150       6.184      0.2961    
   5   1.019       201.3       65.09       49.18       99.16       125.0       3.995       10.50       1.254       1.440       6.985      0.4011    
   5   1.006       74.50       62.38       69.45       71.71       40.23       5.701       6.523       1.245       1.376       6.793      0.4477    
   5    Infinity   0.000       55.69       45.66       40.84       72.15       4.859       11.66       1.281       1.321       6.497      0.5287    
   5    Infinity   0.000       48.95       40.10       39.88       52.00       5.553       5.146       1.453       1.386       8.120      0.2402    
   5   1.063       505.6       57.35       69.90       45.85       43.87       4.407       15.56       1.435       1.426       7.860      0.4889    
   5   1.006       70.52       59.62       60.02       42.66       82.71       6.221       5.932       1.260       1.433       6.723      0.4164    
   5   1.002       32.92       50.60       33.71       85.83       89.09       5.493       5.814       1.449       1.146       6.849      0.4584    
   5    Infinity   0.000       40.44       57.48       51.90       109.2       5.460       7.316       1.338       1.449       6.296      0.5256    
   5    Infinity   0.000       28.25       47.55       66.18       36.24       5.488       6.454       1.384       1.494       6.552      0.5033    
   5    Infinity   0.000       32.88       67.64       68.59       118.2       5.587       7.067       1.433       1.385       6.545      0.3905    
   5   1.002       29.04       56.91       44.59       74.93       56.92       5.195       5.610       1.468       1.309       6.155      0.5230    
   5    Infinity   0.000       35.30       54.00       98.05       121.2       5.501       10.48       1.156       1.281       9.666      0.3529    
   5   2.026       4904.       31.01       57.75       75.51       81.86       4.941       10.22       1.082       1.125       10.28      0.2288    
   5   1.013       141.3       25.99       60.28       82.93       81.00       6.171       6.522       1.165       1.078       8.660      0.4569    
   5    Infinity   0.000       29.94       66.97       82.02       111.4       5.469       14.07       1.159       1.051       9.139      0.3136    
   5    Infinity   0.000       37.83       53.44       107.8       121.8       4.352       8.556       1.058       1.072       10.56      0.1213    
   5   1.005       1392.       27.02       62.61       85.47       99.87       5.662       6.988       1.068       1.210       9.467      0.3045    
   5   1.013       1769.       25.59       40.82       70.46       94.28       5.853       9.105       1.100       1.073       10.00      0.3055    
   5    Infinity   0.000       25.56       56.67       72.15       121.1       5.015       11.73       1.108       1.123       8.764      0.1340    
   5   1.090       822.9       27.33       52.90       97.96       86.59       6.141       10.45       1.201       1.138       9.976      0.3914    
   5    Infinity   0.000       28.28       44.26       91.46       114.5       5.454       5.880       1.063       1.167       8.611      0.2459    
   5   1.016       1665.       25.90       46.59       69.88       80.74       2.184       6.621       1.174       1.211       6.008      0.1512    
   5   1.063       2203.       26.99       44.22       49.36       76.60       1.656       8.550       1.263       1.220       7.633      0.1003    
   5    Infinity   0.000       29.45       37.50       36.16       69.25      0.7035       8.613       1.398       1.180       6.314      0.1349    
   5  0.6385       1919.       27.40       41.76       74.45       105.1      0.7976       8.118       1.179       1.054       6.010      0.1769    
   5  0.7419       4402.       57.98       43.80       88.54       88.33       5.329       5.229       1.300       1.304       7.880      0.1507    
   5   1.805       6259.       29.12       53.86       86.45       94.29       4.206       16.38       1.253       1.133       6.119      0.3012    
   5   1.003       41.08       26.37       67.33       71.68       65.83       4.234       5.929       1.366       1.118       6.280      0.1983    
   5   1.012       128.4       34.88       52.28       55.09       62.91       4.437       8.686       1.111       1.077       6.086      0.2642    
   5  0.7761       3237.       27.73       51.58       75.48       95.16       3.599       10.39       1.081       1.158       6.584      0.3276    
   5   1.003       35.47       31.58       55.67       78.75       115.5       3.172       7.490       1.280       1.058       6.321      0.4744    
   5    Infinity   0.000       25.17       55.66       63.11       59.47       4.311       10.46       1.269       1.110       7.277      0.2152    
   5   1.025       396.0       38.40       60.80       72.83       87.11       3.476       8.227       1.226       1.085       7.557      0.2577    
